Order1	Name1	Order2	Name2	1->2%	Dummy	Color1	Color2
0	Carnegie Mellon University	36	University of California - Santa Barbara	0.0	1	Carnegie Mellon University	University of California - Santa Barbara
0	Carnegie Mellon University	37	University of North Carolina - Chapel Hill	0.0	1	Carnegie Mellon University	University of North Carolina - Chapel Hill
0	Carnegie Mellon University	38	University of California - Davis	0.0	1	Carnegie Mellon University	University of California - Davis
0	Carnegie Mellon University	39	Brown University	0.0005293806246691371	1	Carnegie Mellon University	Brown University
0	Carnegie Mellon University	40	Rensselaer Polytechnic Institute	0.0	1	Carnegie Mellon University	Rensselaer Polytechnic Institute
0	Carnegie Mellon University	41	University of Chicago	0.0005293806246691371	1	Carnegie Mellon University	University of Chicago
0	Carnegie Mellon University	42	Johns Hopkins University	0.0005293806246691371	1	Carnegie Mellon University	Johns Hopkins University
0	Carnegie Mellon University	43	Harvard University	0.0010587612493382743	1	Carnegie Mellon University	Harvard University
0	Carnegie Mellon University	44	University of Virginia	0.0005293806246691371	1	Carnegie Mellon University	University of Virginia
0	Carnegie Mellon University	45	Arizona State University	0.0005293806246691371	1	Carnegie Mellon University	Arizona State University
0	Carnegie Mellon University	46	Washington University - St. Louis	0.0005293806246691371	1	Carnegie Mellon University	Washington University - St. Louis
0	Carnegie Mellon University	47	University of Pittsburgh	0.0005293806246691371	1	Carnegie Mellon University	University of Pittsburgh
0	Carnegie Mellon University	48	University of Rochester	0.0	1	Carnegie Mellon University	University of Rochester
0	Carnegie Mellon University	49	Rice University	0.0005293806246691371	1	Carnegie Mellon University	Rice University
0	Carnegie Mellon University	50	Boston University	0.0005293806246691371	1	Carnegie Mellon University	Boston University
0	Carnegie Mellon University	51	University of Arizona	0.0005293806246691371	1	Carnegie Mellon University	University of Arizona
0	Carnegie Mellon University	52	University of Notre Dame - USA	0.0	1	Carnegie Mellon University	University of Notre Dame - USA
0	Carnegie Mellon University	53	California Institute of Technology	0.0010587612493382743	1	Carnegie Mellon University	California Institute of Technology
0	Carnegie Mellon University	54	Dartmouth College	0.0005293806246691371	1	Carnegie Mellon University	Dartmouth College
1	Massachusetts Institute of Technology	0	Carnegie Mellon University	0.010058231868713605	1	Massachusetts Institute of Technology	Carnegie Mellon University
1	Massachusetts Institute of Technology	1	Massachusetts Institute of Technology	0.01641079936474325	1	Massachusetts Institute of Technology	Massachusetts Institute of Technology
1	Massachusetts Institute of Technology	2	Stanford University	0.0031762837480148226	1	Massachusetts Institute of Technology	Stanford University
1	Massachusetts Institute of Technology	3	University of California - Berkeley	0.004764425622022234	1	Massachusetts Institute of Technology	University of California - Berkeley
1	Massachusetts Institute of Technology	4	University of Illinois at Urbana-Champaign	0.0015881418740074113	1	Massachusetts Institute of Technology	University of Illinois at Urbana-Champaign
1	Massachusetts Institute of Technology	5	Cornell University	0.0037056643726839597	1	Massachusetts Institute of Technology	Cornell University
1	Massachusetts Institute of Technology	6	Georgia Institute of Technology	0.006352567496029645	1	Massachusetts Institute of Technology	Georgia Institute of Technology
1	Massachusetts Institute of Technology	7	University of Washington	0.0037056643726839597	1	Massachusetts Institute of Technology	University of Washington
1	Massachusetts Institute of Technology	8	University of Michigan	0.0037056643726839597	1	Massachusetts Institute of Technology	University of Michigan
1	Massachusetts Institute of Technology	9	University of Maryland - College Park	0.0031762837480148226	1	Massachusetts Institute of Technology	University of Maryland - College Park
1	Massachusetts Institute of Technology	10	University of California - Los Angeles	0.0026469031233456856	1	Massachusetts Institute of Technology	University of California - Los Angeles
1	Massachusetts Institute of Technology	11	University of California - San Diego	0.0031762837480148226	1	Massachusetts Institute of Technology	University of California - San Diego
1	Massachusetts Institute of Technology	12	University of Southern California	0.0021175224986765486	1	Massachusetts Institute of Technology	University of Southern California
1	Massachusetts Institute of Technology	13	University of Texas - Austin	0.0031762837480148226	1	Massachusetts Institute of Technology	University of Texas - Austin
1	Massachusetts Institute of Technology	14	Columbia University	0.0026469031233456856	1	Massachusetts Institute of Technology	Columbia University
1	Massachusetts Institute of Technology	15	Princeton University	0.0021175224986765486	1	Massachusetts Institute of Technology	Princeton University
1	Massachusetts Institute of Technology	16	University of California - Irvine	0.0026469031233456856	1	Massachusetts Institute of Technology	University of California - Irvine
1	Massachusetts Institute of Technology	17	Northwestern University	0.004235044997353097	1	Massachusetts Institute of Technology	Northwestern University
1	Massachusetts Institute of Technology	18	University of Pennsylvania	0.0021175224986765486	1	Massachusetts Institute of Technology	University of Pennsylvania
1	Massachusetts Institute of Technology	19	Yale University	0.0026469031233456856	1	Massachusetts Institute of Technology	Yale University
1	Massachusetts Institute of Technology	20	Duke University	0.0031762837480148226	1	Massachusetts Institute of Technology	Duke University
1	Massachusetts Institute of Technology	21	New York University	0.0026469031233456856	1	Massachusetts Institute of Technology	New York University
1	Massachusetts Institute of Technology	22	Purdue University	0.0021175224986765486	1	Massachusetts Institute of Technology	Purdue University
1	Massachusetts Institute of Technology	23	North Carolina State University	0.0005293806246691371	1	Massachusetts Institute of Technology	North Carolina State University
1	Massachusetts Institute of Technology	24	University of Utah	0.0010587612493382743	1	Massachusetts Institute of Technology	University of Utah
1	Massachusetts Institute of Technology	25	Texas A&M University	0.0015881418740074113	1	Massachusetts Institute of Technology	Texas A&M University
1	Massachusetts Institute of Technology	26	University of Florida	0.0005293806246691371	1	Massachusetts Institute of Technology	University of Florida
1	Massachusetts Institute of Technology	27	Rutgers - State University of New Jersey - New Brunswick	0.0010587612493382743	1	Massachusetts Institute of Technology	Rutgers - State University of New Jersey - New Brunswick
1	Massachusetts Institute of Technology	28	University of Wisconsin - Madison	0.0005293806246691371	1	Massachusetts Institute of Technology	University of Wisconsin - Madison
1	Massachusetts Institute of Technology	29	Ohio State University	0.0015881418740074113	1	Massachusetts Institute of Technology	Ohio State University
1	Massachusetts Institute of Technology	30	Virginia Polytechnic Institute and State University	0.0	1	Massachusetts Institute of Technology	Virginia Polytechnic Institute and State University
1	Massachusetts Institute of Technology	31	University of Massachusetts - Amherst	0.0021175224986765486	1	Massachusetts Institute of Technology	University of Massachusetts - Amherst
1	Massachusetts Institute of Technology	32	State University of New York - Stony Brook	0.0015881418740074113	1	Massachusetts Institute of Technology	State University of New York - Stony Brook
1	Massachusetts Institute of Technology	33	University of Colorado Boulder	0.0015881418740074113	1	Massachusetts Institute of Technology	University of Colorado Boulder
1	Massachusetts Institute of Technology	34	University of Minnesota - Twin Cities	0.0005293806246691371	1	Massachusetts Institute of Technology	University of Minnesota - Twin Cities
1	Massachusetts Institute of Technology	35	Pennsylvania State University	0.0015881418740074113	1	Massachusetts Institute of Technology	Pennsylvania State University
1	Massachusetts Institute of Technology	36	University of California - Santa Barbara	0.0010587612493382743	1	Massachusetts Institute of Technology	University of California - Santa Barbara
1	Massachusetts Institute of Technology	37	University of North Carolina - Chapel Hill	0.0	1	Massachusetts Institute of Technology	University of North Carolina - Chapel Hill
1	Massachusetts Institute of Technology	38	University of California - Davis	0.0010587612493382743	1	Massachusetts Institute of Technology	University of California - Davis
1	Massachusetts Institute of Technology	39	Brown University	0.005293806246691371	1	Massachusetts Institute of Technology	Brown University
1	Massachusetts Institute of Technology	40	Rensselaer Polytechnic Institute	0.0005293806246691371	1	Massachusetts Institute of Technology	Rensselaer Polytechnic Institute
1	Massachusetts Institute of Technology	41	University of Chicago	0.0031762837480148226	1	Massachusetts Institute of Technology	University of Chicago
1	Massachusetts Institute of Technology	42	Johns Hopkins University	0.0005293806246691371	1	Massachusetts Institute of Technology	Johns Hopkins University
1	Massachusetts Institute of Technology	43	Harvard University	0.0026469031233456856	1	Massachusetts Institute of Technology	Harvard University
1	Massachusetts Institute of Technology	44	University of Virginia	0.0010587612493382743	1	Massachusetts Institute of Technology	University of Virginia
1	Massachusetts Institute of Technology	45	Arizona State University	0.0005293806246691371	1	Massachusetts Institute of Technology	Arizona State University
1	Massachusetts Institute of Technology	46	Washington University - St. Louis	0.0015881418740074113	1	Massachusetts Institute of Technology	Washington University - St. Louis
1	Massachusetts Institute of Technology	47	University of Pittsburgh	0.0005293806246691371	1	Massachusetts Institute of Technology	University of Pittsburgh
1	Massachusetts Institute of Technology	48	University of Rochester	0.0010587612493382743	1	Massachusetts Institute of Technology	University of Rochester
1	Massachusetts Institute of Technology	49	Rice University	0.0015881418740074113	1	Massachusetts Institute of Technology	Rice University
1	Massachusetts Institute of Technology	50	Boston University	0.0026469031233456856	1	Massachusetts Institute of Technology	Boston University
1	Massachusetts Institute of Technology	51	University of Arizona	0.0005293806246691371	1	Massachusetts Institute of Technology	University of Arizona
1	Massachusetts Institute of Technology	52	University of Notre Dame - USA	0.0	1	Massachusetts Institute of Technology	University of Notre Dame - USA
1	Massachusetts Institute of Technology	53	California Institute of Technology	0.0010587612493382743	1	Massachusetts Institute of Technology	California Institute of Technology
1	Massachusetts Institute of Technology	54	Dartmouth College	0.0015881418740074113	1	Massachusetts Institute of Technology	Dartmouth College
2	Stanford University	0	Carnegie Mellon University	0.006881948120698782	1	Stanford University	Carnegie Mellon University
2	Stanford University	1	Massachusetts Institute of Technology	0.007940709370037057	1	Stanford University	Massachusetts Institute of Technology
2	Stanford University	2	Stanford University	0.004235044997353097	1	Stanford University	Stanford University
2	Stanford University	3	University of California - Berkeley	0.004764425622022234	1	Stanford University	University of California - Berkeley
2	Stanford University	4	University of Illinois at Urbana-Champaign	0.0031762837480148226	1	Stanford University	University of Illinois at Urbana-Champaign
2	Stanford University	5	Cornell University	0.0021175224986765486	1	Stanford University	Cornell University
2	Stanford University	6	Georgia Institute of Technology	0.0010587612493382743	1	Stanford University	Georgia Institute of Technology
2	Stanford University	7	University of Washington	0.0031762837480148226	1	Stanford University	University of Washington
2	Stanford University	8	University of Michigan	0.0015881418740074113	1	Stanford University	University of Michigan
2	Stanford University	9	University of Maryland - College Park	0.0010587612493382743	1	Stanford University	University of Maryland - College Park
2	Stanford University	10	University of California - Los Angeles	0.0015881418740074113	1	Stanford University	University of California - Los Angeles
2	Stanford University	11	University of California - San Diego	0.004235044997353097	1	Stanford University	University of California - San Diego
2	Stanford University	12	University of Southern California	0.0015881418740074113	1	Stanford University	University of Southern California
2	Stanford University	13	University of Texas - Austin	0.0015881418740074113	1	Stanford University	University of Texas - Austin
2	Stanford University	14	Columbia University	0.0026469031233456856	1	Stanford University	Columbia University
2	Stanford University	15	Princeton University	0.0037056643726839597	1	Stanford University	Princeton University
2	Stanford University	16	University of California - Irvine	0.0015881418740074113	1	Stanford University	University of California - Irvine
2	Stanford University	17	Northwestern University	0.0005293806246691371	1	Stanford University	Northwestern University
2	Stanford University	18	University of Pennsylvania	0.0015881418740074113	1	Stanford University	University of Pennsylvania
2	Stanford University	19	Yale University	0.0010587612493382743	1	Stanford University	Yale University
2	Stanford University	20	Duke University	0.0026469031233456856	1	Stanford University	Duke University
2	Stanford University	21	New York University	0.0021175224986765486	1	Stanford University	New York University
2	Stanford University	22	Purdue University	0.0010587612493382743	1	Stanford University	Purdue University
2	Stanford University	23	North Carolina State University	0.0010587612493382743	1	Stanford University	North Carolina State University
2	Stanford University	24	University of Utah	0.0005293806246691371	1	Stanford University	University of Utah
2	Stanford University	25	Texas A&M University	0.0	1	Stanford University	Texas A&M University
2	Stanford University	26	University of Florida	0.0	1	Stanford University	University of Florida
2	Stanford University	27	Rutgers - State University of New Jersey - New Brunswick	0.0015881418740074113	1	Stanford University	Rutgers - State University of New Jersey - New Brunswick
2	Stanford University	28	University of Wisconsin - Madison	0.0010587612493382743	1	Stanford University	University of Wisconsin - Madison
2	Stanford University	29	Ohio State University	0.0005293806246691371	1	Stanford University	Ohio State University
2	Stanford University	30	Virginia Polytechnic Institute and State University	0.0005293806246691371	1	Stanford University	Virginia Polytechnic Institute and State University
2	Stanford University	31	University of Massachusetts - Amherst	0.0	1	Stanford University	University of Massachusetts - Amherst
2	Stanford University	32	State University of New York - Stony Brook	0.0010587612493382743	1	Stanford University	State University of New York - Stony Brook
2	Stanford University	33	University of Colorado Boulder	0.0005293806246691371	1	Stanford University	University of Colorado Boulder
2	Stanford University	34	University of Minnesota - Twin Cities	0.0	1	Stanford University	University of Minnesota - Twin Cities
2	Stanford University	35	Pennsylvania State University	0.0	1	Stanford University	Pennsylvania State University
2	Stanford University	36	University of California - Santa Barbara	0.0005293806246691371	1	Stanford University	University of California - Santa Barbara
2	Stanford University	37	University of North Carolina - Chapel Hill	0.0010587612493382743	1	Stanford University	University of North Carolina - Chapel Hill
2	Stanford University	38	University of California - Davis	0.0	1	Stanford University	University of California - Davis
2	Stanford University	39	Brown University	0.0	1	Stanford University	Brown University
2	Stanford University	40	Rensselaer Polytechnic Institute	0.0	1	Stanford University	Rensselaer Polytechnic Institute
2	Stanford University	41	University of Chicago	0.0	1	Stanford University	University of Chicago
2	Stanford University	42	Johns Hopkins University	0.0015881418740074113	1	Stanford University	Johns Hopkins University
2	Stanford University	43	Harvard University	0.0010587612493382743	1	Stanford University	Harvard University
2	Stanford University	44	University of Virginia	0.0	1	Stanford University	University of Virginia
2	Stanford University	45	Arizona State University	0.0	1	Stanford University	Arizona State University
2	Stanford University	46	Washington University - St. Louis	0.0	1	Stanford University	Washington University - St. Louis
2	Stanford University	47	University of Pittsburgh	0.0	1	Stanford University	University of Pittsburgh
2	Stanford University	48	University of Rochester	0.0005293806246691371	1	Stanford University	University of Rochester
2	Stanford University	49	Rice University	0.0021175224986765486	1	Stanford University	Rice University
2	Stanford University	50	Boston University	0.0	1	Stanford University	Boston University
2	Stanford University	51	University of Arizona	0.0	1	Stanford University	University of Arizona
2	Stanford University	52	University of Notre Dame - USA	0.0	1	Stanford University	University of Notre Dame - USA
2	Stanford University	53	California Institute of Technology	0.0	1	Stanford University	California Institute of Technology
2	Stanford University	54	Dartmouth College	0.0010587612493382743	1	Stanford University	Dartmouth College
3	University of California - Berkeley	0	Carnegie Mellon University	0.005293806246691371	1	University of California - Berkeley	Carnegie Mellon University
3	University of California - Berkeley	1	Massachusetts Institute of Technology	0.006352567496029645	1	University of California - Berkeley	Massachusetts Institute of Technology
3	University of California - Berkeley	2	Stanford University	0.0037056643726839597	1	University of California - Berkeley	Stanford University
3	University of California - Berkeley	3	University of California - Berkeley	0.006881948120698782	1	University of California - Berkeley	University of California - Berkeley
3	University of California - Berkeley	4	University of Illinois at Urbana-Champaign	0.0021175224986765486	1	University of California - Berkeley	University of Illinois at Urbana-Champaign
3	University of California - Berkeley	5	Cornell University	0.0026469031233456856	1	University of California - Berkeley	Cornell University
3	University of California - Berkeley	6	Georgia Institute of Technology	0.0026469031233456856	1	University of California - Berkeley	Georgia Institute of Technology
3	University of California - Berkeley	7	University of Washington	0.004235044997353097	1	University of California - Berkeley	University of Washington
3	University of California - Berkeley	8	University of Michigan	0.0037056643726839597	1	University of California - Berkeley	University of Michigan
3	University of California - Berkeley	9	University of Maryland - College Park	0.0015881418740074113	1	University of California - Berkeley	University of Maryland - College Park
3	University of California - Berkeley	10	University of California - Los Angeles	0.0026469031233456856	1	University of California - Berkeley	University of California - Los Angeles
3	University of California - Berkeley	11	University of California - San Diego	0.005823186871360508	1	University of California - Berkeley	University of California - San Diego
3	University of California - Berkeley	12	University of Southern California	0.0026469031233456856	1	University of California - Berkeley	University of Southern California
3	University of California - Berkeley	13	University of Texas - Austin	0.0010587612493382743	1	University of California - Berkeley	University of Texas - Austin
3	University of California - Berkeley	14	Columbia University	0.0015881418740074113	1	University of California - Berkeley	Columbia University
3	University of California - Berkeley	15	Princeton University	0.0015881418740074113	1	University of California - Berkeley	Princeton University
3	University of California - Berkeley	16	University of California - Irvine	0.0031762837480148226	1	University of California - Berkeley	University of California - Irvine
3	University of California - Berkeley	17	Northwestern University	0.0015881418740074113	1	University of California - Berkeley	Northwestern University
3	University of California - Berkeley	18	University of Pennsylvania	0.0015881418740074113	1	University of California - Berkeley	University of Pennsylvania
3	University of California - Berkeley	19	Yale University	0.0005293806246691371	1	University of California - Berkeley	Yale University
3	University of California - Berkeley	20	Duke University	0.0021175224986765486	1	University of California - Berkeley	Duke University
3	University of California - Berkeley	21	New York University	0.0010587612493382743	1	University of California - Berkeley	New York University
3	University of California - Berkeley	22	Purdue University	0.0	1	University of California - Berkeley	Purdue University
3	University of California - Berkeley	23	North Carolina State University	0.0	1	University of California - Berkeley	North Carolina State University
3	University of California - Berkeley	24	University of Utah	0.0005293806246691371	1	University of California - Berkeley	University of Utah
3	University of California - Berkeley	25	Texas A&M University	0.0026469031233456856	1	University of California - Berkeley	Texas A&M University
3	University of California - Berkeley	26	University of Florida	0.0010587612493382743	1	University of California - Berkeley	University of Florida
3	University of California - Berkeley	27	Rutgers - State University of New Jersey - New Brunswick	0.0005293806246691371	1	University of California - Berkeley	Rutgers - State University of New Jersey - New Brunswick
3	University of California - Berkeley	28	University of Wisconsin - Madison	0.0037056643726839597	1	University of California - Berkeley	University of Wisconsin - Madison
3	University of California - Berkeley	29	Ohio State University	0.0	1	University of California - Berkeley	Ohio State University
3	University of California - Berkeley	30	Virginia Polytechnic Institute and State University	0.0	1	University of California - Berkeley	Virginia Polytechnic Institute and State University
3	University of California - Berkeley	31	University of Massachusetts - Amherst	0.0015881418740074113	1	University of California - Berkeley	University of Massachusetts - Amherst
3	University of California - Berkeley	32	State University of New York - Stony Brook	0.0005293806246691371	1	University of California - Berkeley	State University of New York - Stony Brook
3	University of California - Berkeley	33	University of Colorado Boulder	0.0015881418740074113	1	University of California - Berkeley	University of Colorado Boulder
3	University of California - Berkeley	34	University of Minnesota - Twin Cities	0.0021175224986765486	1	University of California - Berkeley	University of Minnesota - Twin Cities
3	University of California - Berkeley	35	Pennsylvania State University	0.0005293806246691371	1	University of California - Berkeley	Pennsylvania State University
3	University of California - Berkeley	36	University of California - Santa Barbara	0.0005293806246691371	1	University of California - Berkeley	University of California - Santa Barbara
3	University of California - Berkeley	37	University of North Carolina - Chapel Hill	0.0037056643726839597	1	University of California - Berkeley	University of North Carolina - Chapel Hill
3	University of California - Berkeley	38	University of California - Davis	0.0021175224986765486	1	University of California - Berkeley	University of California - Davis
3	University of California - Berkeley	39	Brown University	0.0010587612493382743	1	University of California - Berkeley	Brown University
3	University of California - Berkeley	40	Rensselaer Polytechnic Institute	0.0005293806246691371	1	University of California - Berkeley	Rensselaer Polytechnic Institute
3	University of California - Berkeley	41	University of Chicago	0.0005293806246691371	1	University of California - Berkeley	University of Chicago
3	University of California - Berkeley	42	Johns Hopkins University	0.0	1	University of California - Berkeley	Johns Hopkins University
3	University of California - Berkeley	43	Harvard University	0.0021175224986765486	1	University of California - Berkeley	Harvard University
3	University of California - Berkeley	44	University of Virginia	0.0010587612493382743	1	University of California - Berkeley	University of Virginia
3	University of California - Berkeley	45	Arizona State University	0.0005293806246691371	1	University of California - Berkeley	Arizona State University
3	University of California - Berkeley	46	Washington University - St. Louis	0.0	1	University of California - Berkeley	Washington University - St. Louis
3	University of California - Berkeley	47	University of Pittsburgh	0.0010587612493382743	1	University of California - Berkeley	University of Pittsburgh
3	University of California - Berkeley	48	University of Rochester	0.0005293806246691371	1	University of California - Berkeley	University of Rochester
3	University of California - Berkeley	49	Rice University	0.0	1	University of California - Berkeley	Rice University
3	University of California - Berkeley	50	Boston University	0.0010587612493382743	1	University of California - Berkeley	Boston University
3	University of California - Berkeley	51	University of Arizona	0.0005293806246691371	1	University of California - Berkeley	University of Arizona
3	University of California - Berkeley	52	University of Notre Dame - USA	0.0	1	University of California - Berkeley	University of Notre Dame - USA
3	University of California - Berkeley	53	California Institute of Technology	0.0015881418740074113	1	University of California - Berkeley	California Institute of Technology
3	University of California - Berkeley	54	Dartmouth College	0.0	1	University of California - Berkeley	Dartmouth College
4	University of Illinois at Urbana-Champaign	0	Carnegie Mellon University	0.0	1	University of Illinois at Urbana-Champaign	Carnegie Mellon University
4	University of Illinois at Urbana-Champaign	1	Massachusetts Institute of Technology	0.0	1	University of Illinois at Urbana-Champaign	Massachusetts Institute of Technology
4	University of Illinois at Urbana-Champaign	2	Stanford University	0.0	1	University of Illinois at Urbana-Champaign	Stanford University
4	University of Illinois at Urbana-Champaign	3	University of California - Berkeley	0.0005293806246691371	1	University of Illinois at Urbana-Champaign	University of California - Berkeley
4	University of Illinois at Urbana-Champaign	4	University of Illinois at Urbana-Champaign	0.0026469031233456856	1	University of Illinois at Urbana-Champaign	University of Illinois at Urbana-Champaign
4	University of Illinois at Urbana-Champaign	5	Cornell University	0.0	1	University of Illinois at Urbana-Champaign	Cornell University
4	University of Illinois at Urbana-Champaign	6	Georgia Institute of Technology	0.0015881418740074113	1	University of Illinois at Urbana-Champaign	Georgia Institute of Technology
4	University of Illinois at Urbana-Champaign	7	University of Washington	0.0010587612493382743	1	University of Illinois at Urbana-Champaign	University of Washington
4	University of Illinois at Urbana-Champaign	8	University of Michigan	0.0031762837480148226	1	University of Illinois at Urbana-Champaign	University of Michigan
4	University of Illinois at Urbana-Champaign	9	University of Maryland - College Park	0.0005293806246691371	1	University of Illinois at Urbana-Champaign	University of Maryland - College Park
4	University of Illinois at Urbana-Champaign	10	University of California - Los Angeles	0.0026469031233456856	1	University of Illinois at Urbana-Champaign	University of California - Los Angeles
4	University of Illinois at Urbana-Champaign	11	University of California - San Diego	0.0005293806246691371	1	University of Illinois at Urbana-Champaign	University of California - San Diego
4	University of Illinois at Urbana-Champaign	12	University of Southern California	0.0	1	University of Illinois at Urbana-Champaign	University of Southern California
4	University of Illinois at Urbana-Champaign	13	University of Texas - Austin	0.0005293806246691371	1	University of Illinois at Urbana-Champaign	University of Texas - Austin
4	University of Illinois at Urbana-Champaign	14	Columbia University	0.0	1	University of Illinois at Urbana-Champaign	Columbia University
4	University of Illinois at Urbana-Champaign	15	Princeton University	0.0005293806246691371	1	University of Illinois at Urbana-Champaign	Princeton University
4	University of Illinois at Urbana-Champaign	16	University of California - Irvine	0.0015881418740074113	1	University of Illinois at Urbana-Champaign	University of California - Irvine
4	University of Illinois at Urbana-Champaign	17	Northwestern University	0.0015881418740074113	1	University of Illinois at Urbana-Champaign	Northwestern University
4	University of Illinois at Urbana-Champaign	18	University of Pennsylvania	0.0	1	University of Illinois at Urbana-Champaign	University of Pennsylvania
4	University of Illinois at Urbana-Champaign	19	Yale University	0.0	1	University of Illinois at Urbana-Champaign	Yale University
4	University of Illinois at Urbana-Champaign	20	Duke University	0.0010587612493382743	1	University of Illinois at Urbana-Champaign	Duke University
4	University of Illinois at Urbana-Champaign	21	New York University	0.0	1	University of Illinois at Urbana-Champaign	New York University
4	University of Illinois at Urbana-Champaign	22	Purdue University	0.0015881418740074113	1	University of Illinois at Urbana-Champaign	Purdue University
4	University of Illinois at Urbana-Champaign	23	North Carolina State University	0.0026469031233456856	1	University of Illinois at Urbana-Champaign	North Carolina State University
4	University of Illinois at Urbana-Champaign	24	University of Utah	0.0010587612493382743	1	University of Illinois at Urbana-Champaign	University of Utah
4	University of Illinois at Urbana-Champaign	25	Texas A&M University	0.0031762837480148226	1	University of Illinois at Urbana-Champaign	Texas A&M University
4	University of Illinois at Urbana-Champaign	26	University of Florida	0.0021175224986765486	1	University of Illinois at Urbana-Champaign	University of Florida
4	University of Illinois at Urbana-Champaign	27	Rutgers - State University of New Jersey - New Brunswick	0.0005293806246691371	1	University of Illinois at Urbana-Champaign	Rutgers - State University of New Jersey - New Brunswick
4	University of Illinois at Urbana-Champaign	28	University of Wisconsin - Madison	0.0015881418740074113	1	University of Illinois at Urbana-Champaign	University of Wisconsin - Madison
4	University of Illinois at Urbana-Champaign	29	Ohio State University	0.0021175224986765486	1	University of Illinois at Urbana-Champaign	Ohio State University
4	University of Illinois at Urbana-Champaign	30	Virginia Polytechnic Institute and State University	0.0005293806246691371	1	University of Illinois at Urbana-Champaign	Virginia Polytechnic Institute and State University
