NAME,STATE,POPULATION,COUNTY,NAICS_DESC,LEVEL_,TOT_ENROLL,LATITUDE,LONGITUDE
ITT TECHNICAL INSTITUTE-LOUISVILLE,KY,519,JEFFERSON,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,442,38.262256501, -85.574610857
CUNY SCHOOL OF LAW AT QUEENS COLLEGE,NY,519,QUEENS,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,325,40.737078, -73.824506
BRYANT & STRATTON COLLEGE-HENRIETTA,NY,520,MONROE,JUNIOR COLLEGES,2,431,43.085880647, -77.599568302
NORTHEAST TECHNOLOGY CENTER-PRYOR,OK,520,MAYES,OTHER TECHNICAL AND TRADE SCHOOLS,3,470,36.309116422, -95.425056485
BRANFORD HALL CAREER INSTITUTE-SOUTHINGTON CAMPUS,CT,521,HARTFORD,OTHER TECHNICAL AND TRADE SCHOOLS,3,454,41.602303683, -72.877921756
TENNESSEE COLLEGE OF APPLIED TECHNOLOGY-ELIZABETHTON,TN,522,CARTER,OTHER TECHNICAL AND TRADE SCHOOLS,2,477,36.36608347, -82.178011346
MONTSERRAT COLLEGE OF ART,MA,522,ESSEX,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,402,42.550344211, -70.876183697
HERITAGE COLLEGE-DENVER,CO,523,JEFFERSON,JUNIOR COLLEGES,2,482,39.782556495, -105.059221484
VIRGINIA COLLEGE-MACON,GA,523,BIBB,JUNIOR COLLEGES,2,433,32.812682948, -83.679621786
GREAT PLAINS TECHNOLOGY CENTER,OK,524,COMANCHE,OTHER TECHNICAL AND TRADE SCHOOLS,2,240,34.593953, -98.447017
VIRGINIA COLLEGE-CHARLESTON,SC,524,CHARLESTON,JUNIOR COLLEGES,1,414,32.906098539, -80.023115739
SACRED HEART MAJOR SEMINARY,MI,525,WAYNE,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,424,42.375248362, -83.111682495
BETHEL SEMINARY-ST PAUL,MN,525,RAMSEY,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,459,45.057903632, -93.160491909
BROWN MACKIE COLLEGE-SALINA,KS,525,SALINE,JUNIOR COLLEGES,1,452,38.805229652, -97.613805603
REMINGTON COLLEGE-HONOLULU CAMPUS,HI,525,HONOLULU,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,442,21.309272842, -157.860022624
BROWN MACKIE COLLEGE-KANSAS CITY,KS,525,JOHNSON,JUNIOR COLLEGES,1,458,38.952947089, -94.734295506
THE ART INSTITUTE OF CALIFORNIA-ARGOSY UNIVERSITY-SILICON VA,CA,527,SANTA CLARA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,436,37.373170095, -121.999379615
CASA LOMA COLLEGE-VAN NUYS,CA,527,LOS ANGELES,JUNIOR COLLEGES,2,446,34.195438297, -118.4483354
SANTA BARBARA BUSINESS COLLEGE-VENTURA,CA,527,VENTURA,JUNIOR COLLEGES,1,420,34.257884423, -119.226434492
STONE ACADEMY-HAMDEN,CT,528,NEW HAVEN,OTHER TECHNICAL AND TRADE SCHOOLS,3,436,41.349013418, -72.931947026
JOHNSON COLLEGE,PA,528,LACKAWANNA,JUNIOR COLLEGES,2,455,41.450408712, -75.642475553
BRENSTEN EDUCATION,WI,528,WAUKESHA,OTHER TECHNICAL AND TRADE SCHOOLS,2,453,43.037059797, -88.108960351
YORK COLLEGE,NE,528,YORK,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,408,40.867453123, -97.579284597
DEVRY UNIVERSITY-TENNESSEE,TN,529,SHELBY,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,446,35.099620529, -89.848972142
BEL-REA INSTITUTE OF ANIMAL TECHNOLOGY,CO,529,ARAPAHOE,JUNIOR COLLEGES,2,489,39.686194035, -104.876207067
ANTIOCH UNIVERSITY-SANTA BARBARA,CA,529,SANTA BARBARA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,423,34.419197, -119.695787
FLAGLER COLLEGE-TALLAHASSEE,FL,530,LEON,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,462,30.444664471, -84.34109827
LE CORDON BLEU COLLEGE OF CULINARY ARTS-MINNEAPOLIS,MN,531,DAKOTA,JUNIOR COLLEGES,2,491,44.865985098, -93.160095106
HALLMARK UNIVERSITY,TX,532,BEXAR,JUNIOR COLLEGES,1,372,29.538446694, -98.568625973
HARRIS SCHOOL OF BUSINESS-DOVER CAMPUS,DE,533,KENT,BUSINESS AND SECRETARIAL SCHOOLS,3,491,39.15428, -75.546609
FORTIS COLLEGE-CINCINNATI,OH,534,HAMILTON,JUNIOR COLLEGES,2,471,39.283311971, -84.444968668
PIONEER TECHNOLOGY CENTER,OK,534,KAY,COSMETOLOGY AND BARBER SCHOOLS,3,436,36.727720229, -97.093515649
MIAT COLLEGE OF TECHNOLOGY,MI,534,WAYNE,FLIGHT TRAINING,2,382,42.235681, -83.513155
SANFORD-BROWN COLLEGE-TAMPA,FL,534,BROWARD,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,426,27.992234367, -82.548493222
ATA COLLEGE,KY,534,JEFFERSON,JUNIOR COLLEGES,2,439,38.224037785, -85.566576574
WILBERFORCE UNIVERSITY,OH,535,GREENE,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,387,39.707993, -83.879358
AMERICAN FILM INSTITUTE CONSERVATORY,CA,535,LOS ANGELES,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,324,34.108459862, -118.309989344
HIWASSEE COLLEGE,TN,536,MONROE,JUNIOR COLLEGES,1,424,35.557510381, -84.36466917
ATS INSTITUTE OF TECHNOLOGY,OH,536,CUYAHOGA,JUNIOR COLLEGES,2,459,41.547556, -81.451108
ALLEN SCHOOL-BROOKLYN,NY,536,KINGS,OTHER TECHNICAL AND TRADE SCHOOLS,3,476,40.693797156, -73.991460826
EXPRESSION COLLEGE FOR DIGITAL ARTS,CA,536,ALAMEDA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,445,37.847630998, -122.295399693
SOUTHERN CAREERS INSTITUTE-SAN ANTONIO,TX,536,BEXAR,JUNIOR COLLEGES,3,484,29.458500357, -98.627397049
MILLER-MOTTE TECHNICAL COLLEGE-AUGUSTA,GA,536,RICHMOND,JUNIOR COLLEGES,2,466,33.494993863, -82.086986073
HAWAII MEDICAL COLLEGE,HI,537,HONOLULU,OTHER TECHNICAL AND TRADE SCHOOLS,2,503,21.295112055, -157.847677518
HAIR ACADEMY INC-NEW CARROLLTON,MD,537,PRINCE GEORGE'S,COSMETOLOGY AND BARBER SCHOOLS,3,504,38.956205, -76.869467
STONE CHILD COLLEGE,MT,538,CHOUTEAU,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",2,458,48.300808, -109.868119
ITT TECHNICAL INSTITUTE-LATHROP,CA,538,SAN JOAQUIN,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,471,37.809422495, -121.294377406
BRADFORD SCHOOL,OH,538,FRANKLIN,JUNIOR COLLEGES,2,443,40.023537762, -82.911807996
LONG ISLAND BUSINESS INSTITUTE,NY,539,QUEENS,JUNIOR COLLEGES,2,397,40.760528276, -73.830131413
KAPLAN UNIVERSITY-AUGUSTA CAMPUS,ME,540,KENNEBEC,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,493,44.340911728, -69.7897861
RED RIVER TECHNOLOGY CENTER,OK,540,STEPHENS,OTHER TECHNICAL AND TRADE SCHOOLS,3,480,34.491121021, -97.990494325
STAR CAREER ACADEMY-NEWARK,NJ,541,ESSEX,OTHER TECHNICAL AND TRADE SCHOOLS,3,503,40.74252829, -74.168817588
ITT TECHNICAL INSTITUTE-NORWOOD,MA,541,NORFOLK,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,455,42.200053948, -71.188333507
LINCOLN TECHNICAL INSTITUTE-HARTFORD,CT,542,HARTFORD,OTHER TECHNICAL AND TRADE SCHOOLS,2,450,41.76656285, -72.694226321
VIRGINIA COLLEGE-GREENVILLE,SC,542,GREENVILLE,JUNIOR COLLEGES,2,453,34.807544874, -82.343354795
THE ART INSTITUTE OF ST LOUIS,MO,542,ST. CHARLES,FINE ARTS SCHOOLS,1,455,38.765988108, -90.494474424
VATTEROTT COLLEGE-FAIRVIEW HEIGHTS,IL,543,ST. CLAIR,JUNIOR COLLEGES,3,497,38.597416833, -89.989022949
BON SECOURS MEMORIAL COLLEGE OF NURSING,VA,543,HENRICO,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,489,37.646876042, -77.433190667
SOUTHERN CAREERS INSTITUTE-BROWNSVILLE,TX,543,CAMERON,COSMETOLOGY AND BARBER SCHOOLS,3,497,25.934899511, -97.499063436
CABARRUS COLLEGE OF HEALTH SCIENCES,NC,543,CABARRUS,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,448,35.44003817, -80.600823545
BROWN MACKIE COLLEGE-NORTH CANTON,OH,544,STARK,JUNIOR COLLEGES,1,471,40.844878274, -81.429211072
BROOKS INSTITUTE,CA,544,VENTURA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,437,34.413871555, -119.689909879
BRYANT & STRATTON COLLEGE-SYRACUSE NORTH,NY,546,ONONDAGA,JUNIOR COLLEGES,1,472,43.189609472, -76.240181511
MARINELLO SCHOOLS OF BEAUTY-LAKE FOREST,CA,546,ORANGE,COSMETOLOGY AND BARBER SCHOOLS,3,496,33.619320371, -117.704673747
ALASKA CAREER COLLEGE,AK,547,ANCHORAGE,JUNIOR COLLEGES,2,479,61.181443274, -149.856953639
FORTIS COLLEGE-LANDOVER,MD,547,PRINCE GEORGE'S,JUNIOR COLLEGES,2,499,38.949932806, -76.866392655
UNION GRADUATE COLLEGE,NY,547,SCHENECTADY,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,431,42.81384865, -73.934244986
RGV CAREERS,TX,547,HIDALGO,OTHER TECHNICAL AND TRADE SCHOOLS,3,524,26.207509066, -98.198576856
HERITAGE COLLEGE-COLUMBUS,OH,550,FRANKLIN,OTHER TECHNICAL AND TRADE SCHOOLS,3,506,39.98274824, -82.841634995
PACIFIC NORTHWEST UNIVERSITY OF HEALTH SCIENCES,WA,550,YAKIMA,JUNIOR COLLEGES,1,431,46.602871845, -120.455979731
TILLAMOOK BAY COMMUNITY COLLEGE,OR,551,TILLAMOOK,JUNIOR COLLEGES,2,473,45.456603365, -123.813624238
ROSS COLLEGE-SYLVANIA,OH,551,LUCAS,OTHER TECHNICAL AND TRADE SCHOOLS,2,494,41.710884705, -83.680874599
PAMLICO COMMUNITY COLLEGE,NC,551,PAMLICO,JUNIOR COLLEGES,2,410,35.069041642, -76.83383329
THE WRIGHT INSTITUTE,CA,552,ALAMEDA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,445,37.868221005, -122.253167632
FORTIS INSTITUTE-PORT SAINT LUCIE,FL,552,ST. LUCIE,JUNIOR COLLEGES,2,489,27.191599818, -80.249507429
MILLER-MOTTE TECHNICAL COLLEGE-COLUMBUS,GA,552,MUSCOGEE,JUNIOR COLLEGES,2,487,32.479997326, -84.93591167
EVEREST COLLEGE-FORT WORTH SOUTH,TX,552,TARRANT,JUNIOR COLLEGES,2,516,32.686968915, -97.325082911
ITT TECHNICAL INSTITUTE-TAMPA,FL,552,HILLSBOROUGH,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,471,27.982416982, -82.547618435
SANFORD-BROWN COLLEGE-DALLAS,TX,555,DALLAS,JUNIOR COLLEGES,2,490,32.819771027, -96.867160902
MILES COMMUNITY COLLEGE,MT,555,CUSTER,JUNIOR COLLEGES,2,420,46.405259625, -105.826523545
KAPLAN COLLEGE-INDIANAPOLIS,IN,557,MARION,JUNIOR COLLEGES,2,501,39.704829028, -86.151123378
NORTH AMERICAN UNIVERSITY,TX,557,HARRIS,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,473,29.936690512, -95.468061826
VIRGINIA COLLEGE-RICHMOND,VA,557,CHESTERFIELD,JUNIOR COLLEGES,2,446,37.503094184, -77.52901231
CARRINGTON COLLEGE-SAN LEANDRO,CA,558,ALAMEDA,JUNIOR COLLEGES,2,509,37.701215843, -122.125819448
CARRINGTON COLLEGE-CITRUS HEIGHTS,CA,558,SACRAMENTO,JUNIOR COLLEGES,2,517,38.679983049, -121.294210218
ITT TECHNICAL INSTITUTE-ATLANTA,GA,558,CLAYTON,JUNIOR COLLEGES,1,475,33.614913982, -84.448956257
VATTEROTT COLLEGE-SUNSET HILLS,MO,559,ST. LOUIS,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,514,38.521340577, -90.417621466
DONNELLY COLLEGE,KS,559,WYANDOTTE,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,463,39.112256416, -94.650673665
ONONDAGA CORTLAND MADISON BOCES,NY,559,ONONDAGA,OTHER TECHNICAL AND TRADE SCHOOLS,3,511,43.11588851, -76.203874924
KAPLAN COLLEGE-MCALLEN,TX,560,HIDALGO,JUNIOR COLLEGES,2,519,26.186108996, -98.207066827
NEW ENGLAND CULINARY INSTITUTE,VT,560,WASHINGTON,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,422,44.256329403, -72.566096526
ITT TECHNICAL INSTITUTE-TROY,MI,561,OAKLAND,JUNIOR COLLEGES,1,466,42.562581567, -83.117242431
DEVRY UNIVERSITY-INDIANA,IN,561,MARION,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,470,39.91902913, -86.111162127
PENNSYLVANIA STATE UNIVERSITY-PENN STATE GREAT VALLEY,PA,562,CHESTER,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,469,40.052844536, -75.52131067
HEBREW THEOLOGICAL COLLEGE,IL,562,COOK,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,468,42.01013145, -87.761043351
AMERITECH COLLEGE-DRAPER,UT,562,SALT LAKE,JUNIOR COLLEGES,1,464,40.52793248, -111.892791829
UNITED STATES UNIVERSITY,CA,562,SAN DIEGO,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,451,32.668117624, -117.105947852
CARRINGTON COLLEGE-SPOKANE,WA,562,SPOKANE,JUNIOR COLLEGES,2,511,47.675919718, -117.268119828
MARION MILITARY INSTITUTE,AL,563,PERRY,JUNIOR COLLEGES,2,439,32.623401204, -87.322066878
CHARLESTON SCHOOL OF LAW,SC,563,CHARLESTON,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,449,32.790802538, -79.938086774
FORTIS COLLEGE-RICHMOND,VA,563,HENRICO,JUNIOR COLLEGES,2,491,37.581537336, -77.488454764
HERITAGE COLLEGE-KANSAS CITY,MO,563,JACKSON,JUNIOR COLLEGES,2,514,38.939584792, -94.576786743
ROCKY MOUNTAIN UNIVERSITY OF HEALTH PROFESSIONS,UT,564,UTAH,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,501,40.209605572, -111.649324593
PCI HEALTH TRAINING CENTER,TX,565,DALLAS,OTHER TECHNICAL AND TRADE SCHOOLS,3,495,32.820076, -96.876324
ITT TECHNICAL INSTITUTE-TULSA,OK,565,TULSA,JUNIOR COLLEGES,1,471,36.076096319, -95.882162853
ARGOSY UNIVERSITY-DALLAS,TX,565,DALLAS,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,496,32.871013599, -96.76763987
ITT TECHNICAL INSTITUTE-LAS VEGAS,NV,565,CLARK,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,507,36.216915509, -115.190387883
DORSEY BUSINESS SCHOOLS-ROSEVILLE,MI,565,MACOMB,BUSINESS AND SECRETARIAL SCHOOLS,3,480,42.527764203, -82.91554093
MAYFIELD COLLEGE,CA,566,RIVERSIDE,JUNIOR COLLEGES,2,509,33.782574688, -116.464237401
AMERICAN CAREER COLLEGE-LONG BEACH,CA,567,LOS ANGELES,JUNIOR COLLEGES,3,516,33.770245746, -118.190184438
ST. JOHN'S COLLEGE,NM,567,SANTA FE,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,397,35.669015531, -105.915121605
NATIONAL AMERICAN UNIVERSITY-BROOKLYN CENTER,MN,568,HENNEPIN,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,512,45.067310641, -93.307608151
MT SIERRA COLLEGE,CA,568,LOS ANGELES,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,467,34.141011927, -117.999734585
MILLER-MOTTE COLLEGE-JACKSONVILLE,NC,569,ONSLOW,JUNIOR COLLEGES,2,496,34.751443174, -77.414321628
BRYANT & STRATTON COLLEGE-EASTLAKE,OH,569,LAKE,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,471,41.639255867, -81.435320024
CARRINGTON COLLEGE-BOISE,ID,570,ADA,JUNIOR COLLEGES,2,494,43.615934922, -116.260571271
MANHATTAN SCHOOL OF COMPUTER TECHNOLOGY,NY,570,KINGS,COMPUTER TRAINING,3,519,40.634492, -73.967148
FORTIS INSTITUTE-BALTIMORE,MD,570,BALTIMORE,OTHER TECHNICAL AND TRADE SCHOOLS,2,515,39.309556074, -76.749455123
CAROLINAS COLLEGE OF HEALTH SCIENCES,NC,571,MECKLENBURG,JUNIOR COLLEGES,2,486,35.200295474, -80.83853539
DAYMAR INSTITUTE-CLARKSVILLE,TN,572,MONTGOMERY,JUNIOR COLLEGES,1,513,36.556755012, -87.321681408
BRANFORD HALL CAREER INSTITUTE-BRANFORD CAMPUS,CT,573,NEW HAVEN,OTHER TECHNICAL AND TRADE SCHOOLS,3,493,41.27855683, -72.848200529
BROWN MACKIE COLLEGE-MERRILLVILLE,IN,574,LAKE,JUNIOR COLLEGES,1,512,41.473702194, -87.326134287
OREGON COAST COMMUNITY COLLEGE,OR,575,LINCOLN,JUNIOR COLLEGES,2,489,44.633822075, -124.056067048
SANFORD-BROWN INSTITUTE-ISELIN,NJ,575,MIDDLESEX,OTHER TECHNICAL AND TRADE SCHOOLS,2,521,40.559174, -74.30514
BRYANT & STRATTON COLLEGE-CLEVELAND,OH,575,CUYAHOGA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,475,41.503415084, -81.684469891
BAPTIST HEALTH SYSTEM SCHOOL OF HEALTH PROFESSIONS,TX,576,BEXAR,JUNIOR COLLEGES,1,500,29.517295637, -98.56863287
BROOKLINE COLLEGE-TUCSON,AZ,577,PIMA,JUNIOR COLLEGES,1,507,32.207932209, -110.876374924
INSTITUTE OF AUDIO RESEARCH,NY,577,NEW YORK,OTHER TECHNICAL AND TRADE SCHOOLS,3,473,40.733026749, -73.99380795
UNIVERSITY OF PHOENIX-MARYLAND,MD,578,HOWARD,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,460,39.189991, -76.815804
BROWN MACKIE COLLEGE-ST LOUIS,MO,580,ST. LOUIS,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,504,38.54435874, -90.436564695
PENNCO TECH-BRISTOL,PA,580,BUCKS,JUNIOR COLLEGES,2,500,40.098227438, -74.868896596
ARGOSY UNIVERSITY-SAN FRANCISCO BAY AREA,CA,580,ALAMEDA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,438,37.781237693, -122.267523345
WASHINGTON COUNTY COMMUNITY COLLEGE,ME,580,WASHINGTON,JUNIOR COLLEGES,2,491,45.165536659, -67.243305706
CARRINGTON COLLEGE-WESTSIDE,AZ,582,MARICOPA,JUNIOR COLLEGES,2,503,33.523502994, -112.11740744
EVEREST INSTITUTE-PITTSBURGH,PA,582,ALLEGHENY,JUNIOR COLLEGES,2,526,40.440892502, -80.003740158
NTMA TRAINING CENTERS OF SOUTHERN CALIFORNIA,CA,582,LOS ANGELES,OTHER TECHNICAL AND TRADE SCHOOLS,3,512,33.894940565, -118.050440263
RESURRECTION UNIVERSITY,IL,583,COOK,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,508,41.89121562, -87.775372458
NER ISRAEL RABBINICAL COLLEGE,MD,583,BALTIMORE,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,512,39.388451588, -76.753189426
THE COMMONWEALTH MEDICAL COLLEGE,PA,583,LACKAWANNA,JUNIOR COLLEGES,1,409,41.407660861, -75.663699043
BROWN MACKIE COLLEGE-FORT WAYNE,IN,584,ALLEN,JUNIOR COLLEGES,1,507,41.109131605, -85.101965992
THE KING’S COLLEGE,NY,584,NEW YORK,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,487,40.748346959, -73.985845051
ITT TECHNICAL INSTITUTE-SAN ANTONIO,TX,584,BEXAR,JUNIOR COLLEGES,1,502,29.553413365, -98.593432125
EVEREST COLLEGE-WOODBRIDGE,VA,585,PRINCE WILLIAM,OTHER TECHNICAL AND TRADE SCHOOLS,3,551,38.634750187, -77.29595133
CARRINGTON COLLEGE-STOCKTON,CA,585,SAN JOAQUIN,JUNIOR COLLEGES,2,549,37.998991653, -121.323199362
SOUTHERN CALIFORNIA INSTITUTE OF TECHNOLOGY,CA,585,ORANGE,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,526,33.832615476, -117.918710429
IOWA WESLEYAN COLLEGE,IA,585,HENRY,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,473,40.973689196, -91.552587733
PACIFIC COLLEGE OF ORIENTAL MEDICINE-SAN DIEGO,CA,586,SAN DIEGO,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,459,32.778390536, -117.160729915
SOUTHWEST COLLEGE OF NATUROPATHIC MEDICINE & HEALTH SCIENCES,AZ,586,MARICOPA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,402,33.408742346, -111.89493494
HEALD COLLEGE-PORTLAND,OR,587,MULTNOMAH,JUNIOR COLLEGES,2,508,45.566622991, -122.583176109
AVEDA INSTITUTE-MINNEAPOLIS,MN,587,HENNEPIN,COSMETOLOGY AND BARBER SCHOOLS,3,515,44.987862636, -93.25370153
SOUTHERN VERMONT COLLEGE,VT,587,BENNINGTON,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,457,42.870862462, -73.216303435
NORTHWESTERN COLLEGE-CHICAGO CAMPUS,IL,587,COOK,JUNIOR COLLEGES,2,338,41.968664087, -87.759615263
JONES COLLEGE-JACKSONVILLE,FL,587,DUVAL,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,495,30.328001853, -81.610067988
UNIVERSITY OF MINNESOTA-ROCHESTER,MN,588,OLMSTED,JUNIOR COLLEGES,1,488,44.02233875, -92.46347096
FIVE BRANCHES UNIVERSITY,CA,589,SANTA CRUZ,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,371,36.964347551, -121.998244953
LINCOLN TECHNICAL INSTITUTE-CENTER CITY PHILADELPHIA,PA,589,PHILADELPHIA,JUNIOR COLLEGES,2,533,39.955846411, -75.194627691
CLEVELAND UNIVERSITY-KANSAS CITY,KS,589,JOHNSON,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,483,38.932019009, -94.679075827
CITY COLLEGE-GAINESVILLE,FL,589,ALACHUA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,510,29.654852, -82.417302
HERITAGE COLLEGE-LITTLE ROCK,AR,590,PULASKI,OTHER TECHNICAL AND TRADE SCHOOLS,3,548,34.764500259, -92.383139742
PRISM CAREER INSTITUTE-UPPER DARBY,PA,590,DELAWARE,JUNIOR COLLEGES,2,543,39.961703224, -75.257543159
HESSTON COLLEGE,KS,590,HARVEY,JUNIOR COLLEGES,2,428,38.134266934, -97.431961511
RABBINICAL SEMINARY OF AMERICA,NY,591,QUEENS,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,500,40.723083, -73.817159
MIDWEST TECHNICAL INSTITUTE-SPRINGFIELD,IL,592,SANGAMON,OTHER TECHNICAL AND TRADE SCHOOLS,3,506,39.840996425, -89.595330593
LINCOLN TECHNICAL INSTITUTE-ALLENTOWN,PA,592,LEHIGH,JUNIOR COLLEGES,2,540,40.591908261, -75.568979
REMINGTON COLLEGE-MOBILE CAMPUS,AL,592,MOBILE,JUNIOR COLLEGES,2,518,30.671139428, -88.145035428
BARD COLLEGE AT SIMON'S ROCK,MA,594,BERKSHIRE,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,329,42.209241, -73.380008
EVEREST INSTITUTE-ROCHESTER,NY,595,MONROE,JUNIOR COLLEGES,2,545,43.196797275, -77.583425424
ITT TECHNICAL INSTITUTE-YOUNGSTOWN,OH,595,MAHONING,JUNIOR COLLEGES,1,511,41.125088053, -80.711858645
SOUTHWESTERN INDIAN POLYTECHNIC INSTITUTE,NM,596,BERNALILLO,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",2,481,35.176075, -106.663062
GRACE UNIVERSITY,NE,597,DOUGLAS,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,469,41.244506411, -95.928235931
ITT TECHNICAL INSTITUTE-ORLAND PARK,IL,597,WILL,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,524,41.55342, -87.899751
J F INGRAM STATE TECHNICAL COLLEGE,AL,598,ELMORE,JUNIOR COLLEGES,2,473,32.582312153, -86.392368574
PILLAR COLLEGE,NJ,598,ESSEX,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,478,40.536628, -74.578426
BRYANT & STRATTON COLLEGE-BAYSHORE,WI,599,MILWAUKEE,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,530,43.118941369, -87.915400434
ARGOSY UNIVERSITY-NASHVILLE,TN,599,DAVIDSON,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,532,36.154664, -86.634674
MARINELLO SCHOOLS OF BEAUTY-SAN FRANCISCO,CA,599,SAN FRANCISCO,COSMETOLOGY AND BARBER SCHOOLS,3,535,37.779467223, -122.410416223
COLLEGE OF BIBLICAL STUDIES-HOUSTON,TX,599,HARRIS,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,496,29.716680897, -95.506565844
CHAMBERLAIN COLLEGE OF NURSING-MISSOURI,MO,600,ST. LOUIS,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,510,38.701906869, -90.43628336
EASTERN OKLAHOMA COUNTY TECHNOLOGY CENTER,OK,601,OKLAHOMA,OTHER TECHNICAL AND TRADE SCHOOLS,3,519,35.516890557, -97.266991301
ARGOSY UNIVERSITY-TAMPA,FL,601,HILLSBOROUGH,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,508,27.955165737, -82.482544615
ITT TECHNICAL INSTITUTE-RANCHO CORDOVA,CA,602,SACRAMENTO,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,500,38.591720445, -121.281506199
